time,open,high,low,close,tick_volume,line_y,point_y,signal
2025-01-07 02:45:00,158.111,158.212,157.96,158.091,2904,157.70257142857142,,
2025-01-07 03:00:00,158.09,158.298,158.031,158.253,2203,157.73676190476192,,
2025-01-07 03:15:00,158.255,158.314,158.183,158.291,1632,157.77390476190476,,
2025-01-07 03:30:00,158.29,158.405,158.283,158.374,1658,157.81214285714285,,
2025-01-07 03:45:00,158.373,158.39,158.237,158.299,1695,157.84542857142856,,
2025-01-07 04:00:00,158.301,158.306,158.129,158.216,1701,157.87419047619045,158.405,
2025-01-07 04:15:00,158.217,158.271,158.215,158.265,1032,157.90461904761904,158.39948,
2025-01-07 04:30:00,158.265,158.308,158.262,158.281,1045,157.93766666666664,158.3940704,
2025-01-07 04:45:00,158.282,158.3,158.221,158.269,1047,157.96990476190476,158.388768992,
2025-01-07 05:00:00,158.27,158.299,158.205,158.212,1109,158.00090476190476,158.38357361216,
2025-01-07 05:15:00,158.213,158.239,158.164,158.186,947,158.02904761904762,158.3784821399168,sell
2025-01-07 05:30:00,158.187,158.228,158.12,158.127,1196,158.05514285714284,158.37349249711846,
2025-01-07 05:45:00,158.128,158.14,158.075,158.111,728,158.0805238095238,158.36335279723372,
2025-01-07 06:00:00,158.111,158.144,158.06,158.082,973,158.1035238095238,158.34605162939968,
2025-01-07 06:15:00,158.083,158.093,158.028,158.048,1045,158.11757142857144,158.3231674990477,
2025-01-07 06:30:00,158.048,158.069,158.008,158.011,996,158.12952380952382,158.29365074914296,
2025-01-07 06:45:00,158.011,158.086,158.011,158.069,959,158.14490476190477,158.2593726592458,
2025-01-07 07:00:00,158.068,158.143,158.054,158.055,1101,158.16028571428572,158.2292079401363,
2025-01-07 07:15:00,158.055,158.055,157.956,157.994,1122,158.16542857142858,158.20266298731994,
2025-01-07 07:30:00,157.994,157.998,157.793,157.799,1472,158.14966666666666,158.16813016909515,
2025-01-07 07:45:00,157.8,157.864,157.778,157.851,1110,158.13733333333334,158.10810934203994,
2025-01-07 08:00:00,157.851,157.851,157.668,157.737,1470,158.1204761904762,158.04868966047275,
2025-01-07 08:15:00,157.738,157.807,157.709,157.779,1360,158.09790476190477,157.9725517283782,
2025-01-07 08:30:00,157.776,157.823,157.672,157.762,1542,158.07271428571428,157.91164138270256,
2025-01-07 08:45:00,157.769,157.836,157.7,157.746,1196,158.04280952380952,157.86291310616204,
2025-01-07 09:00:00,157.742,157.782,157.641,157.687,1818,158.01366666666667,157.836,
2025-01-07 09:15:00,157.687,157.694,157.538,157.606,1764,157.98461904761905,157.836,
2025-01-07 09:30:00,157.608,157.61,157.498,157.531,2126,157.94966666666667,157.782,
2025-01-07 09:45:00,157.53,157.614,157.442,157.486,2361,157.91180952380952,157.7252,
2025-01-07 10:00:00,157.485,157.589,157.393,157.423,2873,157.8715238095238,157.66856,
2025-01-07 10:15:00,157.422,157.521,157.392,157.508,2305,157.838,157.614,
2025-01-07 10:30:00,157.51,157.59,157.449,157.453,1907,157.80309523809524,,
2025-01-07 10:45:00,157.454,157.53,157.391,157.415,1832,157.76919047619046,157.59,
2025-01-07 11:00:00,157.415,157.565,157.363,157.553,1934,157.74261904761906,157.59,
2025-01-07 11:15:00,157.553,157.636,157.528,157.595,1412,157.71942857142858,,
2025-01-07 11:30:00,157.596,157.67,157.589,157.647,1465,157.70033333333333,,
2025-01-07 11:45:00,157.648,157.651,157.49,157.59,1373,157.68028571428573,,buy
2025-01-07 12:00:00,157.593,157.661,157.551,157.655,1577,157.66057142857142,,
2025-01-07 12:15:00,157.654,157.706,157.607,157.691,1331,157.6432380952381,,
2025-01-07 12:30:00,157.69,157.741,157.676,157.738,1409,157.63104761904762,,
2025-01-07 12:45:00,157.736,157.769,157.684,157.738,1203,157.62814285714285,,
2025-01-07 13:00:00,157.738,157.792,157.708,157.77,1168,157.62428571428572,,
2025-01-07 13:15:00,157.771,157.838,157.77,157.799,1185,157.62723809523808,,
2025-01-07 13:30:00,157.799,157.807,157.672,157.676,1350,157.62233333333333,,
2025-01-07 13:45:00,157.675,157.717,157.611,157.7,1162,157.61938095238096,,
2025-01-07 14:00:00,157.701,157.802,157.672,157.784,766,157.6211904761905,,
2025-01-07 14:15:00,157.785,157.84,157.728,157.773,1108,157.62528571428572,,
2025-01-07 14:30:00,157.774,157.82,157.74,157.799,1329,157.6344761904762,,
2025-01-07 14:45:00,157.8,157.815,157.687,157.729,1505,157.64390476190476,,
2025-01-07 15:00:00,157.728,157.729,157.605,157.605,1281,157.64957142857142,157.84,
2025-01-07 15:15:00,157.605,157.68,157.569,157.647,1349,157.66023809523807,157.8353,
2025-01-07 15:30:00,157.645,157.71,157.619,157.671,1174,157.668,157.824648,
2025-01-07 15:45:00,157.67,157.772,157.643,157.66,1465,157.67785714285714,157.81442207999999,
2025-01-07 16:00:00,157.658,157.689,157.523,157.645,1990,157.68880952380954,157.8046051968,
2025-01-07 16:15:00,157.645,157.72,157.619,157.701,1159,157.69585714285716,157.78770888499199,buy
2025-01-07 16:30:00,157.698,157.787,157.63,157.785,1555,157.70490476190474,,
2025-01-07 16:45:00,157.781,157.824,157.698,157.729,1628,157.70880952380952,,
2025-01-07 17:00:00,157.722,158.414,157.722,158.319,4077,157.74352380952382,,
2025-01-07 17:15:00,158.32,158.327,158.109,158.162,2310,157.76766666666668,,
2025-01-07 17:30:00,158.16,158.208,157.983,158.101,2844,157.78719047619046,,
2025-01-07 17:45:00,158.099,158.116,157.866,157.929,3689,157.79628571428572,,
